"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"15-Nov-2001","EQ","664.90","693.90","658.25","661.10","685.00","683.15","682.80","960.00","573.50",925784,"632,128,078.10",
"14-Nov-2001","EQ","663.90","664.00","658.10","658.90","661.75","661.10","661.34","960.00","573.50",134412,"88,892,074.05",
"13-Nov-2001","EQ","663.00","665.90","653.15","660.95","659.95","658.90","659.03","960.00","573.50",422840,"278,666,249.80",
"12-Nov-2001","EQ","652.00","666.00","652.00","649.55","661.95","660.95","661.21","960.00","573.50",571943,"378,174,809.15",
"09-Nov-2001","EQ","661.00","668.00","645.15","657.90","649.00","649.55","657.58","960.00","573.50",694721,"456,832,179.45",
"08-Nov-2001","EQ","649.90","665.85","645.00","643.15","660.00","657.90","653.52","960.00","573.50",1072315,"700,778,957.45",
"07-Nov-2001","EQ","660.00","668.70","638.60","659.60","645.80","643.15","653.07","960.00","573.50",1115948,"728,788,299.90",
"06-Nov-2001","EQ","650.00","670.70","650.00","646.55","655.90","659.60","662.40","960.00","573.50",1377711,"912,598,811.95",
"05-Nov-2001","EQ","665.65","685.00","641.00","679.95","648.10","646.55","661.22","960.00","573.50",3114209,"2,059,183,723.55",
"02-Nov-2001","EQ","735.00","738.00","665.65","739.60","665.65","679.95","710.50","960.00","573.50",2888874,"2,052,545,565.50",
"01-Nov-2001","EQ","686.10","747.90","686.10","686.00","732.10","739.60","719.04","960.00","573.50",2509460,"1,804,409,516.05",
"31-Oct-2001","EQ","675.00","693.00","668.00","670.35","688.20","686.00","679.66","960.00","573.50",515480,"350,348,720.45",
"30-Oct-2001","EQ","663.30","675.00","663.00","671.95","671.40","670.35","669.21","960.00","573.50",357126,"238,992,521.95",
"29-Oct-2001","EQ","682.90","688.40","662.10","676.45","672.00","671.95","672.76","960.00","573.50",622893,"419,060,323.40",
"25-Oct-2001","EQ","678.95","684.80","671.10","675.15","675.00","676.45","676.91","960.00","573.50",451262,"305,465,178.15",
"24-Oct-2001","EQ","671.00","690.70","666.15","667.40","680.00","675.15","680.29","960.00","573.50",913665,"621,561,053.90",
"23-Oct-2001","EQ","668.40","675.60","660.00","655.55","666.00","667.40","667.64","960.00","573.50",708407,"472,962,098.40",
"22-Oct-2001","EQ","698.20","698.80","651.50","692.55","654.00","655.55","675.83","960.00","573.50",1279131,"864,469,307.10",
"19-Oct-2001","EQ","679.00","703.60","679.00","678.80","687.30","692.55","693.81","960.00","573.50",2151056,"1,492,432,959.75",
"18-Oct-2001","EQ","683.50","698.00","671.00","686.85","671.00","678.80","686.36","960.00","573.50",1039277,"713,317,218.00",
"17-Oct-2001","EQ","655.00","693.00","653.00","649.80","688.00","686.85","672.91","960.00","573.50",1373195,"924,033,552.00",
"16-Oct-2001","EQ","652.60","661.70","645.25","648.95","650.05","649.80","653.06","960.00","573.50",456789,"298,312,628.15",
"15-Oct-2001","EQ","640.00","664.50","640.00","642.70","647.75","648.95","654.42","960.00","573.50",1130017,"739,510,296.70",
"12-Oct-2001","EQ","650.00","659.00","640.00","651.00","640.50","642.70","648.36","960.00","573.50",960235,"622,580,498.40",
"11-Oct-2001","EQ","653.00","673.00","646.30","652.15","652.55","651.00","661.82","960.00","573.50",1460302,"966,462,348.35",
"10-Oct-2001","EQ","605.00","658.60","604.00","607.10","652.00","652.15","634.87","960.00","573.50",1724022,"1,094,529,570.95",
"09-Oct-2001","EQ","594.00","610.00","593.00","593.00","609.00","607.10","602.33","960.00","573.50",480475,"289,406,894.15",
"08-Oct-2001","EQ","590.00","605.70","580.00","603.60","590.00","593.00","596.93","960.00","573.50",556313,"332,079,692.00",
"05-Oct-2001","EQ","603.00","607.00","591.10","603.00","600.50","603.60","599.81","960.00","573.50",602554,"361,417,457.30",
"04-Oct-2001","EQ","611.05","619.70","587.30","609.55","601.10","603.00","600.87","960.00","573.50",854539,"513,464,531.40",
"03-Oct-2001","EQ","595.00","612.90","595.00","595.70","609.00","609.55","607.28","960.00","573.50",522980,"317,593,716.00",
"01-Oct-2001","EQ","590.00","601.90","581.00","579.75","595.00","595.70","591.33","960.00","573.50",747472,"442,002,414.25",
"28-Sep-2001","EQ","601.00","614.90","573.50","597.80","579.70","579.75","599.38","960.00","578.00",1132360,"678,709,132.05",
"27-Sep-2001","EQ","591.90","601.80","580.55","585.30","600.00","597.80","592.92","960.00","578.00",656658,"389,347,360.45",
"26-Sep-2001","EQ","594.50","611.90","578.00","590.75","588.90","585.30","595.37","960.00","586.65",1146462,"682,572,977.40",
"25-Sep-2001","EQ","625.00","625.00","586.65","612.15","589.00","590.75","599.05","960.00","598.25",1021008,"611,630,446.90",
"24-Sep-2001","EQ","601.00","624.90","601.00","605.65","619.95","612.15","615.10","960.00","598.25",648649,"398,985,321.65",
"21-Sep-2001","EQ","695.00","695.00","598.25","640.80","604.10","605.65","623.60","960.00","604.30",1128570,"703,780,854.05",
"20-Sep-2001","EQ","635.00","650.00","617.00","636.50","643.00","640.80","632.99","960.00","604.30",759873,"480,989,336.10",
"19-Sep-2001","EQ","638.00","645.00","625.00","641.75","632.00","636.50","632.31","960.00","604.30",540752,"341,921,920.05",
"18-Sep-2001","EQ","624.80","652.00","620.00","622.15","636.00","641.75","642.01","960.00","604.30",719124,"461,685,959.20",
"17-Sep-2001","EQ","626.00","631.00","604.30","645.70","626.00","622.15","616.35","960.00","605.10",1075341,"662,782,709.55",
"14-Sep-2001","EQ","655.00","660.00","626.00","661.00","642.90","645.70","643.44","960.00","605.10",1039921,"669,123,249.45",
"13-Sep-2001","EQ","668.00","687.40","655.60","671.35","661.65","661.00","669.74","960.00","605.10",1032476,"691,494,465.50",
"12-Sep-2001","EQ","626.00","684.00","605.10","670.50","680.00","671.35","650.00","960.00","648.60",1506491,"979,218,108.65",
"11-Sep-2001","EQ","665.00","680.00","654.00","655.15","676.00","670.50","670.31","960.00","648.60",1166444,"781,877,508.55",
"10-Sep-2001","EQ","781.00","781.00","652.00","665.85","655.00","655.15","666.89","960.00","648.60",987684,"658,675,904.25",
"07-Sep-2001","EQ","675.00","688.00","648.60","677.20","665.25","665.85","665.30","960.00","667.10",1444883,"961,273,440.05",
"06-Sep-2001","EQ","744.00","744.00","667.10","751.45","672.00","677.20","695.25","960.00","676.70",2002315,"1,392,104,398.60",
"05-Sep-2001","EQ","725.00","756.70","725.00","720.45","753.00","751.45","744.79","960.00","676.70",713602,"531,481,092.80",
"04-Sep-2001","EQ","722.00","726.00","715.00","720.90","719.60","720.45","721.82","960.00","676.70",388823,"280,660,049.25",
"03-Sep-2001","EQ","729.70","729.70","718.00","720.20","719.20","720.90","721.86","960.00","676.70",264243,"190,745,413.70",
"31-Aug-2001","EQ","724.40","728.00","717.00","721.25","719.30","720.20","722.89","960.00","676.70",485527,"350,982,381.35",
"30-Aug-2001","EQ","728.80","732.00","718.30","725.70","720.30","721.25","723.54","960.00","676.70",473053,"342,271,560.70",
"29-Aug-2001","EQ","731.00","738.00","723.65","728.50","726.00","725.70","729.27","960.00","676.70",406071,"296,134,554.90",
"28-Aug-2001","EQ","730.00","748.45","725.25","730.70","729.10","728.50","736.65","960.00","676.70",472732,"348,235,816.00",
"27-Aug-2001","EQ","740.00","743.90","728.00","740.20","729.00","730.70","734.20","960.00","676.70",209411,"153,749,346.50",
"24-Aug-2001","EQ","756.95","758.90","734.50","756.65","740.50","740.20","742.85","960.00","676.70",377089,"280,120,159.55",
"23-Aug-2001","EQ","727.10","767.00","725.35","729.50","758.00","756.65","747.49","960.00","676.70",620170,"463,567,832.85",
"21-Aug-2001","EQ","730.00","739.55","725.90","729.30","729.95","729.50","733.31","960.00","676.70",402524,"295,174,612.05",
"20-Aug-2001","EQ","715.00","733.00","711.00","714.75","728.50","729.30","725.77","960.00","676.70",393268,"285,420,816.70",
"17-Aug-2001","EQ","741.80","745.00","711.05","733.05","717.00","714.75","725.56","960.00","676.70",519118,"376,652,813.75",
"16-Aug-2001","EQ","751.35","759.00","730.00","751.70","731.90","733.05","742.53","960.00","676.70",219406,"162,915,975.60",
"14-Aug-2001","EQ","748.90","757.90","731.00","737.40","753.00","751.70","744.17","960.00","676.70",253074,"188,329,449.20",
"13-Aug-2001","EQ","825.00","825.00","735.10","738.70","736.00","737.40","744.81","960.00","676.70",198223,"147,637,669.50",
"10-Aug-2001","EQ","759.00","764.65","735.10","756.05","740.00","738.70","747.34","960.00","676.70",235539,"176,028,506.60",
"09-Aug-2001","EQ","740.00","761.25","739.00","745.00","755.00","756.05","755.25","960.00","676.70",285959,"215,971,821.60",
"08-Aug-2001","EQ","759.00","759.95","676.70","755.65","741.00","745.00","748.99","960.00","688.00",227522,"170,411,579.80",
"07-Aug-2001","EQ","762.00","767.80","751.00","759.85","752.00","755.65","761.24","960.00","688.00",147727,"112,455,682.25",
"06-Aug-2001","EQ","761.00","773.00","753.10","759.75","756.00","759.85","764.66","960.00","688.00",178829,"136,743,366.75",
"03-Aug-2001","EQ","785.00","815.00","756.10","767.30","757.60","759.75","766.78","960.00","688.00",196683,"150,812,991.70",
"02-Aug-2001","EQ","787.00","788.00","763.00","786.90","765.00","767.30","773.64","960.00","688.00",131404,"101,659,169.40",
"01-Aug-2001","EQ","793.00","795.00","780.00","792.70","785.00","786.90","788.11","960.00","688.00",178214,"140,452,789.05",
"31-Jul-2001","EQ","778.00","799.00","771.15","772.95","795.00","792.70","782.60","960.00","688.00",235587,"184,370,334.90",
"30-Jul-2001","EQ","755.00","779.00","746.00","754.30","778.00","772.95","762.63","960.00","688.00",210288,"160,372,448.85",
"27-Jul-2001","EQ","771.30","780.00","750.70","778.90","751.50","754.30","763.67","960.00","688.00",241645,"184,536,536.60",
"26-Jul-2001","EQ","788.00","789.00","774.55","788.75","777.00","778.90","781.84","960.00","688.00",175213,"136,988,619.45",
"25-Jul-2001","EQ","786.50","795.00","784.00","790.50","786.00","788.75","790.20","960.00","688.00",166242,"131,364,598.10",
"24-Jul-2001","EQ","775.00","796.90","772.30","791.05","794.00","790.50","786.14","960.00","688.00",131648,"103,494,226.55",
"23-Jul-2001","EQ","789.00","795.00","780.10","790.25","795.00","791.05","785.66","960.00","688.00",6797,"5,340,131.75",
"20-Jul-2001","EQ","787.00","795.90","778.10","787.80","794.00","790.25","787.68","960.00","688.00",285693,"225,034,129.40",
"19-Jul-2001","EQ","778.00","794.90","773.00","780.65","790.00","787.80","781.50","960.00","688.00",123055,"96,166,889.95",
"18-Jul-2001","EQ","786.00","788.90","768.00","781.70","788.00","780.65","779.65","960.00","688.00",133894,"104,390,211.20",
"17-Jul-2001","EQ","780.00","790.00","772.00","788.65","786.00","781.70","778.44","960.00","688.00",105680,"82,265,772.60",
"16-Jul-2001","EQ","784.50","797.80","776.55","781.75","792.00","788.65","786.87","960.00","688.00",321335,"252,848,324.65",
"13-Jul-2001","EQ","760.00","791.00","760.00","756.50","782.00","781.75","781.98","960.00","688.00",400058,"312,835,863.70",
"12-Jul-2001","EQ","758.00","759.00","748.20","755.25","758.00","756.50","755.21","960.00","688.00",111514,"84,216,267.70",
"11-Jul-2001","EQ","751.10","757.70","751.10","754.30","756.00","755.25","755.29","960.00","688.00",64105,"48,417,618.40",
"10-Jul-2001","EQ","745.00","756.25","745.00","747.20","752.55","754.30","750.94","960.00","688.00",104635,"78,574,582.90",
"09-Jul-2001","EQ","751.00","757.00","742.70","757.80","749.50","747.20","748.32","960.00","688.00",124167,"92,916,386.30",
"06-Jul-2001","EQ","748.00","760.90","741.00","756.75","757.60","757.80","755.56","960.00","688.00",165746,"125,230,393.20",
"05-Jul-2001","EQ","770.00","775.00","752.30","770.40","755.00","756.75","760.24","960.00","688.00",128968,"98,046,186.20",
"04-Jul-2001","EQ","752.00","780.95","752.00","747.65","770.00","770.40","772.46","960.00","688.00",230093,"177,736,823.75",
"03-Jul-2001","EQ","742.10","764.00","735.15","758.80","746.25","747.65","747.19","960.00","688.00",372227,"278,124,580.90",
"02-Jul-2001","EQ","741.00","775.00","741.00","754.30","756.90","758.80","764.06","960.00","688.00",77343,"59,094,313.25",
"29-Jun-2001","EQ","772.00","780.00","745.10","772.20","774.00","754.30","765.25","960.00","688.00",227579,"174,155,947.10",
"28-Jun-2001","EQ","780.05","787.40","767.10","783.30","774.00","772.20","776.79","960.00","688.00",149956,"116,484,576.50",
"27-Jun-2001","EQ","795.00","802.00","771.00","798.30","775.00","783.30","788.03","960.00","688.00",314172,"247,575,481.90",
"26-Jun-2001","EQ","761.35","819.40","755.20","764.10","801.00","798.30","798.62","960.00","688.00",466753,"372,760,110.50",
"25-Jun-2001","EQ","781.30","786.00","760.10","784.85","765.25","764.10","773.08","960.00","688.00",197718,"152,850,845.50",
"22-Jun-2001","EQ","785.00","789.50","780.00","783.55","781.90","784.85","784.28","960.00","688.00",219318,"172,006,928.25",
"21-Jun-2001","EQ","779.00","790.00","770.70","777.50","784.00","783.55","780.78","960.00","688.00",343643,"268,308,571.55",
"20-Jun-2001","EQ","794.90","794.90","766.20","789.40","776.10","777.50","776.84","960.00","688.00",339756,"263,936,380.10",
"19-Jun-2001","EQ","754.90","798.40","747.00","747.35","796.00","789.40","771.99","960.00","688.00",435704,"336,360,629.20",
"18-Jun-2001","EQ","716.25","754.00","716.25","722.85","753.50","747.35","735.23","960.00","678.00",301416,"221,610,294.15",
"15-Jun-2001","EQ","741.00","741.00","720.00","745.80","722.80","722.85","728.67","960.00","678.00",261567,"190,596,636.00",
"14-Jun-2001","EQ","751.05","762.05","742.30","751.10","748.00","745.80","752.33","960.00","678.00",398762,"299,999,042.00",
"13-Jun-2001","EQ","740.00","759.00","740.00","750.30","751.50","751.10","752.77","960.00","678.00",138251,"104,070,730.95",
"12-Jun-2001","EQ","750.00","755.00","745.15","750.65","750.30","750.30","749.96","960.00","678.00",151016,"113,256,191.05",
"11-Jun-2001","EQ","737.50","757.00","732.00","732.45","750.00","750.65","751.67","960.00","650.10",392446,"294,988,468.30",
"08-Jun-2001","EQ","733.00","738.95","723.00","739.65","732.50","732.45","731.80","960.00","650.10",296772,"217,176,734.85",
"07-Jun-2001","EQ","746.15","754.00","730.05","749.80","740.00","739.65","743.59","960.00","650.10",267805,"199,136,228.15",
"06-Jun-2001","EQ","753.00","755.00","745.00","741.70","749.25","749.80","749.61","960.00","650.10",143598,"107,643,091.30",
"05-Jun-2001","EQ","757.00","758.65","733.00","760.00","740.00","741.70","743.10","960.00","650.10",272622,"202,584,758.10",
"04-Jun-2001","EQ","762.00","774.50","756.25","772.00","759.80","760.00","762.84","960.00","650.10",169947,"129,642,501.55",
"01-Jun-2001","EQ","796.85","800.00","769.00","796.05","771.75","772.00","781.11","960.00","650.10",400450,"312,793,974.65",
"31-May-2001","EQ","785.00","803.50","777.00","779.95","790.00","796.05","794.64","960.00","650.10",733861,"583,157,559.65",
"30-May-2001","EQ","799.50","799.50","777.00","777.20","781.30","779.95","786.64","960.00","650.10",813092,"639,611,024.50",
"29-May-2001","EQ","776.00","794.00","772.15","773.30","774.50","777.20","784.39","960.00","650.10",569807,"446,952,273.20",
"28-May-2001","EQ","775.00","778.00","769.00","768.65","771.10","773.30","774.48","960.00","602.00",113547,"87,939,374.15",
"25-May-2001","EQ","770.00","777.00","762.10","769.70","768.90","768.65","770.32","960.00","602.00",126735,"97,626,945.00",
"24-May-2001","EQ","772.00","778.80","767.05","775.35","769.50","769.70","773.27","960.00","602.00",92601,"71,605,585.60",
"23-May-2001","EQ","774.85","780.75","773.00","771.20","774.00","775.35","777.41","960.00","602.00",124636,"96,892,777.25",
"22-May-2001","EQ","781.00","784.00","768.55","777.45","770.00","771.20","775.92","960.00","602.00",171593,"133,142,640.85",
"21-May-2001","EQ","780.00","789.00","770.00","786.05","773.50","777.45","779.98","960.00","536.00",197733,"154,227,729.30",
"18-May-2001","EQ","771.00","794.75","771.00","769.70","781.10","786.05","785.91","960.00","536.00",427781,"336,198,653.70",
"17-May-2001","EQ","775.00","782.00","758.00","770.25","770.00","769.70","772.89","960.00","536.00",259562,"200,613,450.30",
"16-May-2001","EQ","773.00","784.75","752.00","770.85","770.00","770.25","776.33","960.00","536.00",252381,"195,931,477.90",
"15-May-2001","EQ","771.00","778.00","744.10","773.90","770.10","770.85","767.52","960.00","536.00",130826,"100,411,432.10",
"14-May-2001","EQ","815.30","815.30","760.10","807.45","778.50","773.90","774.16","960.00","500.00",414005,"320,507,767.40",
"11-May-2001","EQ","830.00","830.00","802.10","830.25","812.00","807.45","814.74","960.00","500.00",173353,"141,237,511.30",
"10-May-2001","EQ","834.00","836.90","810.00","833.75","829.00","830.25","827.18","960.00","500.00",123396,"102,071,004.55",
"09-May-2001","EQ","826.00","845.00","810.10","826.25","832.40","833.75","835.35","960.00","500.00",179229,"149,719,822.90",
"08-May-2001","EQ","838.00","838.50","820.00","835.45","827.10","826.25","826.50","960.00","500.00",118202,"97,693,606.70",
"07-May-2001","EQ","830.00","843.50","830.00","830.80","836.00","835.45","836.00","960.00","495.10",95378,"79,735,720.15",
"04-May-2001","EQ","838.50","838.50","824.30","835.95","828.50","830.80","829.41","960.00","495.10",128519,"106,595,573.15",
"03-May-2001","EQ","835.00","842.00","833.00","837.15","833.30","835.95","836.27","960.00","495.10",91927,"76,876,167.40",
"02-May-2001","EQ","839.85","849.90","832.00","839.20","837.00","837.15","840.89","960.00","495.10",142202,"119,575,700.90",
"30-Apr-2001","EQ","835.00","841.90","830.00","838.15","838.00","839.20","838.21","960.00","489.80",106255,"89,064,302.05",
"27-Apr-2001","EQ","835.00","843.90","812.00","851.55","839.00","838.15","829.54","960.00","489.80",410813,"340,785,440.45",
"26-Apr-2001","EQ","877.00","887.00","842.00","870.10","849.25","851.55","870.82","960.00","489.80",317963,"276,887,498.80",
"25-Apr-2001","EQ","875.15","875.15","865.00","874.90","870.00","870.10","870.88","960.00","489.80",133686,"116,423,966.30",
"24-Apr-2001","EQ","879.90","880.00","860.00","878.30","875.05","874.90","871.93","960.00","489.80",208736,"182,004,091.15",
"23-Apr-2001","EQ","869.00","883.00","862.15","867.05","879.40","878.30","877.03","960.00","489.80",325399,"285,384,375.35",
"20-Apr-2001","EQ","853.00","873.00","831.10","845.60","868.50","867.05","860.00","960.00","489.80",694582,"597,339,665.50",
"19-Apr-2001","EQ","838.30","854.70","832.00","832.45","845.00","845.60","842.74","960.00","489.80",556864,"469,289,230.70",
"18-Apr-2001","EQ","819.00","836.00","815.00","820.80","831.00","832.45","825.90","960.00","489.80",301832,"249,284,190.85",
"17-Apr-2001","EQ","820.00","827.00","811.00","823.60","822.00","820.80","820.10","960.00","489.80",206874,"169,657,510.70",
"16-Apr-2001","EQ","806.10","825.00","802.65","811.90","825.00","823.60","814.97","960.00","489.80",259295,"211,316,551.20",
"12-Apr-2001","EQ","830.00","830.05","805.00","835.00","814.00","811.90","815.13","960.00","489.80",638021,"520,069,059.50",
"11-Apr-2001","EQ","854.00","856.95","824.10","853.70","838.00","835.00","839.88","960.00","489.80",466440,"391,752,310.70",
"10-Apr-2001","EQ","844.20","856.00","832.00","845.40","856.00","853.70","847.56","960.00","489.80",387524,"328,451,729.70",
"09-Apr-2001","EQ","840.00","852.00","836.00","838.50","844.00","845.40","845.87","960.00","489.80",307154,"259,813,381.55",
"06-Apr-2001","EQ","849.00","852.00","833.00","841.40","835.05","838.50","841.49","960.00","489.80",302622,"254,653,493.35",
"04-Apr-2001","EQ","815.25","845.00","807.00","817.75","838.00","841.40","831.33","960.00","489.80",545101,"453,160,299.95",
"03-Apr-2001","EQ","812.00","822.00","811.00","814.90","818.00","817.75","816.74","960.00","489.80",163713,"133,711,265.30",
"02-Apr-2001","EQ","802.25","819.90","783.00","814.00","815.00","814.90","808.44","960.00","489.80",460657,"372,415,601.20",
"30-Mar-2001","EQ","809.00","822.00","808.60","811.90","813.75","814.00","815.55","960.00","489.80",248142,"202,373,115.25",
"29-Mar-2001","EQ","832.25","837.90","809.00","839.20","812.80","811.90","821.37","960.00","489.80",273431,"224,588,883.70",
"28-Mar-2001","EQ","817.50","842.50","817.00","815.85","835.00","839.20","833.41","960.00","489.80",461136,"384,313,354.50",
"27-Mar-2001","EQ","815.00","819.10","811.05","815.15","815.50","815.85","815.90","960.00","489.80",243311,"198,516,743.45",
"26-Mar-2001","EQ","802.00","824.85","802.00","809.35","812.85","815.15","816.34","960.00","489.80",236170,"192,795,058.65",
"23-Mar-2001","EQ","814.00","814.00","797.00","809.15","809.50","809.35","804.94","960.00","489.80",231462,"186,313,838.25",
"22-Mar-2001","EQ","802.80","814.00","798.00","799.25","808.00","809.15","807.86","960.00","489.80",277231,"223,964,628.90",
"21-Mar-2001","EQ","776.00","801.70","771.50","784.30","801.00","799.25","791.23","960.00","489.80",352483,"278,895,913.20",
"20-Mar-2001","EQ","786.00","790.00","771.50","784.35","790.00","784.30","780.09","960.00","489.80",232392,"181,286,928.50",
"19-Mar-2001","EQ","780.00","786.00","771.25","780.40","783.90","784.35","780.79","960.00","489.80",147515,"115,178,130.90",
"16-Mar-2001","EQ","771.00","785.00","769.00","773.65","780.00","780.40","777.35","960.00","489.80",238559,"185,444,902.25",
"15-Mar-2001","EQ","750.00","780.85","749.00","752.95","775.00","773.65","768.63","960.00","489.80",279806,"215,068,296.90",
"14-Mar-2001","EQ","690.00","759.00","688.00","702.95","753.00","752.95","741.68","960.00","489.80",350446,"259,918,422.15",
"13-Mar-2001","EQ","751.00","751.00","699.00","764.55","705.00","702.95","716.38","960.00","489.80",458669,"328,581,821.15",
"12-Mar-2001","EQ","794.00","795.00","763.05","791.45","767.80","764.55","776.82","960.00","489.80",366604,"284,784,642.05",
"09-Mar-2001","EQ","790.00","802.00","760.00","796.30","792.00","791.45","787.53","960.00","489.80",603147,"474,998,204.80",
"08-Mar-2001","EQ","755.00","802.85","747.00","745.15","793.00","796.30","782.56","960.00","489.80",1088905,"852,129,899.05",
"07-Mar-2001","EQ","753.00","757.00","729.00","736.30","746.50","745.15","743.43","960.00","489.80",741003,"550,885,842.10",
"05-Mar-2001","EQ","754.90","761.00","718.60","754.15","743.00","736.30","746.98","960.00","489.80",1757982,"1,313,169,919.70",
"02-Mar-2001","EQ","765.00","778.00","747.00","758.85","755.55","754.15","758.35","960.00","489.80",1248121,"946,517,409.60",
"01-Mar-2001","EQ","765.00","780.75","748.00","776.20","763.00","758.85","762.73","960.00","489.80",1760154,"1,342,514,410.20",
"28-Feb-2001","EQ","825.05","830.00","760.00","828.35","777.00","776.20","782.45","960.00","489.80",4135271,"3,235,642,272.35",
"27-Feb-2001","EQ","813.00","831.80","812.00","811.40","829.00","828.35","823.23","960.00","489.80",1612426,"1,327,394,759.00",
"26-Feb-2001","EQ","802.00","815.00","791.25","808.55","809.55","811.40","805.77","1,008.00","489.80",792453,"638,531,829.45",
"23-Feb-2001","EQ","820.00","831.95","803.00","819.60","805.00","808.55","816.85","1,008.00","489.80",1185197,"968,131,111.05",
"22-Feb-2001","EQ","790.00","824.95","788.00","790.10","822.00","819.60","809.07","1,008.00","489.80",2077000,"1,680,429,847.20",
"21-Feb-2001","EQ","772.00","794.05","766.00","778.95","788.55","790.10","779.47","1,008.00","489.80",1052633,"820,491,067.55",
"20-Feb-2001","EQ","794.90","794.90","775.50","794.40","779.00","778.95","781.04","1,008.00","489.80",702557,"548,722,125.30",
"19-Feb-2001","EQ","812.00","814.00","785.10","812.05","793.70","794.40","795.31","1,067.00","489.80",691749,"550,153,963.25",
"16-Feb-2001","EQ","822.00","827.90","807.10","820.60","810.00","812.05","818.23","1,067.00","489.80",634852,"519,458,045.90",
"15-Feb-2001","EQ","809.40","823.50","807.05","806.65","821.00","820.60","817.14","1,067.00","489.80",842559,"688,490,832.00",
"14-Feb-2001","EQ","799.90","809.00","793.00","801.00","807.00","806.65","801.80","1,067.00","489.80",589825,"472,921,451.45",
"13-Feb-2001","EQ","812.00","814.00","795.25","811.80","800.00","801.00","806.73","1,067.00","489.80",1008505,"813,593,752.50",
"12-Feb-2001","EQ","810.00","817.00","792.60","812.05","810.30","811.80","805.08","1,067.00","489.80",851295,"685,362,086.55",
